0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
6.4360e-01,9.5290e-01,3.3560e-01,2.7310e-01,6.0050e-01,3.8570e-01,4.4360e-01,6.4450e-01,8.5700e-02,4.4130e-01,3.0000e-02
5.2010e-01,9.6930e-01,3.3100e-01,3.1920e-01,5.3570e-01,5.7170e-01,4.8740e-01,4.7470e-01,0.0000e+00,4.2630e-01,6.8830e-01
4.5620e-01,8.8640e-01,2.4180e-01,2.6580e-01,5.4250e-01,6.7550e-01,5.0910e-01,5.6130e-01,0.0000e+00,4.0840e-01,6.2300e-01
4.5060e-01,9.4250e-01,1.2400e-01,2.7110e-01,3.9500e-01,7.6010e-01,5.6720e-01,4.7790e-01,0.0000e+00,5.5210e-01,9.3160e-01
2.0070e-01,9.1410e-01,0.0000e+00,4.0900e-01,3.8450e-01,7.3250e-01,6.3860e-01,4.9460e-01,6.5300e-02,5.1760e-01,1.3067e+00
