0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.3115,0.6858,0.0875,0.2545,0.8098,0.2137,0.0292,0.9081,0.9081,0.5449,0.9093,0.2064,1.0823
0.0000,1.0000,0.0000,1.0000,0.7423,0.3146,0.0000,1.0000,0.5517,0.7487,0.3791,0.0587,1.4294
0.0000,1.0000,0.0000,1.0000,0.7423,0.3146,0.0000,1.0000,0.5517,0.7487,0.3791,0.0587,1.0556
0.0000,1.0000,0.1915,1.0000,0.8637,0.2568,0.0000,1.0000,0.5657,0.6745,0.4851,0.0000,0.7717
0.0000,1.0000,0.1915,1.0000,0.8637,0.2568,0.0000,1.0000,0.5657,0.6745,0.4851,0.0000,1.4752
0.0000,1.0000,0.1915,1.0000,0.8637,0.2568,0.0000,1.0000,0.5657,0.6745,0.4851,0.0000,0.9990
0.0000,1.0000,0.1915,1.0000,0.8637,0.2568,0.0000,1.0000,0.5657,0.6745,0.4851,0.0000,1.0049
0.0000,1.0000,0.1915,1.0000,0.8637,0.2568,0.0000,1.0000,0.5657,0.6745,0.4851,0.0000,0.5661
0.0000,1.0000,0.0000,0.6843,0.9720,0.4414,0.0000,0.7182,0.4897,0.8961,0.5624,0.2836,0.3430
0.0000,1.0000,0.0000,0.6843,0.9720,0.4414,0.0000,0.7182,0.4897,0.8961,0.5624,0.2836,0.7201
0.0000,1.0000,0.0000,0.7465,0.8277,0.5614,0.0000,0.6610,0.5252,0.8445,0.3445,0.2771,1.0190
