0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.2414,0.8760,0.0000,0.4507,0.0000,0.1200,0.8992,1.0000,0.8625,0.1498,0.1563,0.7914,0.4146
0.0000,0.8679,0.0000,0.3588,0.1672,0.3178,1.0000,0.9952,0.8070,0.0233,0.0000,0.7449,2.2095
0.7559,1.0000,0.0000,0.5259,0.3797,0.6931,0.3256,0.5608,0.6143,0.1853,0.1848,0.7535,2.1138
0.4828,1.0000,0.0000,0.4336,0.3339,0.0000,0.7178,0.0790,0.4802,0.0668,0.1129,0.7182,2.6474
0.4828,1.0000,0.0000,0.4336,0.3339,0.0000,0.7178,0.0790,0.4802,0.0668,0.1129,0.7182,2.5608
0.4487,1.0000,0.0000,0.0000,0.1782,0.4174,0.8503,0.0136,0.2371,0.0000,0.0425,0.7922,2.6191
0.4487,1.0000,0.0000,0.0000,0.1782,0.4174,0.8503,0.0136,0.2371,0.0000,0.0425,0.7922,2.1412
0.4487,1.0000,0.0000,0.0000,0.1782,0.4174,0.8503,0.0136,0.2371,0.0000,0.0425,0.7922,2.9163
0.7579,1.0000,0.0000,0.0000,0.0000,0.0468,0.5220,0.0000,0.1364,0.0000,0.1408,1.0000,2.2162
0.7579,1.0000,0.0000,0.0000,0.0000,0.0468,0.5220,0.0000,0.1364,0.0000,0.1408,1.0000,1.4294
0.7229,0.7184,0.0000,0.3812,0.1126,0.4597,0.3558,0.0000,0.6138,0.0000,0.1330,1.0000,3.1811
1.0000,0.5243,0.0000,0.5026,0.2322,0.7155,0.4935,0.0000,0.8622,0.0000,0.1835,1.0000,2.5767
1.0000,0.5243,0.0000,0.5026,0.2322,0.7155,0.4935,0.0000,0.8622,0.0000,0.1835,1.0000,1.7458
1.0000,0.5306,0.0000,0.0970,0.0000,1.0000,0.4705,0.0000,0.5255,0.0000,0.0000,1.0000,1.3479
